,year,id,oil_price,gas_price,gas_product,oil_product,population
555,1991,ECU,24.95484,3.597694093,2.027748584,15600000.0,10523844.0
556,1992,ECU,23.38595,2.847906118,2.044558935,16700000.0,10753075.0
557,1993,ECU,20.01414,2.793740506,2.357651722,17900000.0,10982610.0
558,1994,ECU,18.26323,2.489883966,2.569882403,19700000.0,11167053.0
559,1995,ECU,19.09535,2.381257384,2.672845802,20100000.0,11403261.0
560,1996,ECU,22.48449,2.29275211,4.530389583,20000000.0,11596500.0
561,1997,ECU,20.3782,2.388709916,4.255120086,20200000.0,11774466.0
562,1998,ECU,13.61725,2.089648734,0.57350612,19500000.0,11925212.0
563,1999,ECU,18.55794,2.086514768,0.57350612,19400000.0,12138290.0
564,2000,ECU,28.50001,3.703765823,2.098317037,20900000.0,12306866.0
565,2001,ECU,23.698,3.844696203,7.586622512,20500000.0,12498276.0
566,2002,ECU,23.71533,3.56332173,7.256769359,19500000.0,12685793.0
567,2003,ECU,26.54107,5.920566456,7.784534404,20500000.0,12864322.0
568,2004,ECU,34.29882,6.070709916,8.048416926,26300000.0,13032665.0
569,2005,ECU,47.25731,9.00903903,8.180358187,26500000.0,13227616.0
570,2006,ECU,55.369,5.77772569,8.246328817,26700000.0,13243209.0
571,2007,ECU,60.11999161,5.77205776,8.180358187,25452181.9,13341817.0
572,2008,ECU,77.78562545,7.077590651,8.246328817,25135433.98,13481424.0
573,2009,ECU,49.50098024,3.125018062,9.235888275,24183890.94,14261566.0
574,2010,ECU,62.7780519,3.537880178,9.255680399,24207133.1,14464739.0
575,2011,ECU,85.17070839,3.023886476,8.840064492,24875748.4,14666055.0
576,2012,ECU,83.75446549,1.995052136,10.1660751,25078886.58,15492264.0
577,2013,ECU,80.31953005,2.740399897,10.74001865,26200397.52,15737878.0
578,1980,EGY,75.97401,5.689913502,14.4428932,29400000.0,43797447.0
579,1981,EGY,67.14143,6.409008439,16.50881529,29400000.0,45074788.0
580,1982,EGY,58.02282,6.56332173,18.26759826,32800000.0,46069949.0
581,1983,EGY,50.38642,5.775166667,18.93055647,36000000.0,47289930.0
582,1984,EGY,45.81844,5.424973629,24.26083859,41200000.0,48535814.0
583,1985,EGY,43.43477,5.097799578,29.74241386,44300000.0,49497682.0
584,1986,EGY,22.21579,4.36528903,34.23217843,40200000.0,50809009.0
585,1987,EGY,27.45986,3.06643038,32.37458562,46300000.0,52059770.0
586,1988,EGY,21.41834,2.703374473,36.65047524,44200000.0,53261710.0
587,1989,EGY,24.86816,2.587838608,39.70468137,44500000.0,54466984.0
588,1990,EGY,30.875,3.246745781,41.53720345,45500000.0,55513976.0
589,1991,EGY,24.95484,3.597694093,47.64561822,45400000.0,56813640.0
590,1992,EGY,23.38595,2.847906118,51.31066324,46000000.0,57935649.0
591,1993,EGY,20.01414,2.793740506,61.08412578,47500000.0,59013356.0
592,1994,EGY,18.26323,2.489883966,64.7491708,46500000.0,60104701.0
593,1995,EGY,19.09535,2.381257384,67.1925378,46600000.0,61224355.0
594,1996,EGY,22.48449,2.29275211,70.24674109,45100000.0,62344140.0
595,1997,EGY,20.3782,2.388709916,70.85758284,43800000.0,63561849.0
596,1998,EGY,13.61725,2.089648734,74.52263334,43000000.0,64738372.0
597,1999,EGY,18.55794,2.086514768,89.79366067,41400000.0,65987971.0
598,2000,EGY,28.50001,3.703765823,111.7839418,38800000.0,67608813.0
599,2001,EGY,23.698,3.844696203,198.5715979,35800000.0,68606113.0
600,2002,EGY,23.71533,3.56332173,206.8179267,35600000.0,69889516.0
601,2003,EGY,26.54107,5.920566456,227.0709103,35500000.0,71326147.0
602,2004,EGY,34.29882,6.070709916,242.1122141,33500000.0,72704229.0
603,2005,EGY,47.25731,9.00903903,310.0619635,32800000.0,73981460.0
604,2006,EGY,55.369,5.77772569,331.8322716,31500000.0,74107050.0
605,2007,EGY,60.11999161,5.77205776,349.6443419,31723964.52,80060540.0
606,2008,EGY,77.78562545,7.077590651,431.9097181,28912845.65,81527172.0
607,2009,EGY,49.50098024,3.125018062,456.4507927,26826373.06,79716203.0
608,2010,EGY,62.7780519,3.537880178,442.5309897,28642503.86,81121077.0
609,2011,EGY,85.17070839,3.023886476,441.4754596,28210403.71,82536770.0
610,2012,EGY,83.75446549,1.995052136,431.5138944,26866283.78,80721874.0
611,2013,EGY,80.31953005,2.740399897,410.6671751,25618211.62,82056378.0
612,1980,ESP,75.97401,5.689913502,0.004377696,1602000.0,37401199.0
613,1981,ESP,67.14143,6.409008439,0.003852372,1229000.0,37726695.0
614,1982,ESP,58.02282,6.56332173,0.022413801,1531000.0,37930882.0
615,1983,ESP,50.38642,5.775166667,0.513241028,2977000.0,38257651.0
616,1984,ESP,45.81844,5.424973629,1.200539231,2315000.0,38269773.0
617,1985,ESP,43.43477,5.097799578,1.871202191,2183000.0,38410890.0
618,1986,ESP,22.21579,4.36528903,2.712595278,1861000.0,38489762.0
619,1987,ESP,27.45986,3.06643038,5.18844478,1640000.0,38574773.0
620,1988,ESP,21.41834,2.703374473,6.605767495,1480000.0,38675847.0
621,1989,ESP,24.86816,2.587838608,11.15576915,1038000.0,38815024.0
622,1990,ESP,30.875,3.246745781,7.750528044,795000.0,38808229.0
623,1991,ESP,24.95484,3.597694093,7.635826948,1067000.0,38941414.0
624,1992,ESP,23.38595,2.847906118,6.996776423,1073000.0,39083236.0
625,1993,ESP,20.01414,2.793740506,3.637669042,900000.0,39167143.0
626,1994,ESP,18.26323,2.489883966,1.048698005,800000.0,39205648.0
627,1995,ESP,19.09535,2.381257384,2.42511201,700000.0,39301063.0
628,1996,ESP,22.48449,2.29275211,2.261253155,600000.0,39479664.0
629,1997,ESP,20.3782,2.388709916,0.93399537,400000.0,39608978.0
630,1998,ESP,13.61725,2.089648734,3.35910909,600000.0,39715170.0
631,1999,ESP,18.55794,2.086514768,3.129705531,300000.0,39937400.0
632,2000,ESP,28.50001,3.703765823,1.190207869,200000.0,40285568.0
633,2001,ESP,23.698,3.844696203,3.404084536,353511.774,40865946.0
634,2002,ESP,23.71533,3.56332173,3.371100155,319218.0,41382566.0
635,2003,ESP,26.54107,5.920566456,1.418369491,328530.6,42030178.0
636,2004,ESP,34.29882,6.070709916,2.236405309,298664.046,42666240.0
637,2005,ESP,47.25731,9.00903903,1.042335963,154038.87,43489953.0
638,2006,ESP,55.369,5.77772569,0.455198285,149127.096,43394722.0
639,2007,ESP,60.11999161,5.77205776,0.112151006,136847.91,44878945.0
640,2008,ESP,77.78562545,7.077590651,0.112151006,132800.166,45555716.0
641,2009,ESP,49.50098024,3.125018062,0.085762754,116382.102,45908594.0
642,2010,ESP,62.7780519,3.537880178,0.33645115,128115.48,46070971.0
643,2011,ESP,85.17070839,3.023886476,0.343047279,107922.576,46235000.0
644,2012,ESP,83.75446549,1.995052136,0.40242178,149535.954,46773055.0
645,2013,ESP,80.31953005,2.740399897,0.369435531,365382.102,46620045.0
646,1980,FRA,75.97401,5.689913502,73.84349406,1196000.0,53861780.0
647,1981,FRA,67.14143,6.409008439,69.23413085,1676000.0,54225629.0
648,1982,FRA,58.02282,6.56332173,64.7247542,1646000.0,54476754.0
649,1983,FRA,50.38642,5.775166667,69.94822055,1661000.0,54714558.0
650,1984,FRA,45.81844,5.424973629,65.12329961,2065000.0,55021456.0
651,1985,FRA,43.43477,5.097799578,56.11155063,2642000.0,55167905.0
652,1986,FRA,22.21579,4.36528903,42.85974084,2948000.0,55277109.0
653,1987,FRA,27.45986,3.06643038,37.23527758,3230000.0,55693669.0
654,1988,FRA,21.41834,2.703374473,21.23182347,3355000.0,55905465.0
655,1989,FRA,24.86816,2.587838608,21.23777714,3244000.0,56428859.0
656,1990,FRA,30.875,3.246745781,19.02402437,3024000.0,56788288.0
657,1991,FRA,24.95484,3.597694093,16.26191326,2952000.0,56981838.0
658,1992,FRA,23.38595,2.847906118,15.69666521,2866000.0,57203327.0
659,1993,FRA,20.01414,2.793740506,16.4867517,2752000.0,57447299.0
660,1994,FRA,18.26323,2.489883966,23.53449134,2769000.0,57654855.0
661,1995,FRA,19.09535,2.381257384,22.75070873,2503000.0,57863767.0
662,1996,FRA,22.48449,2.29275211,19.60297051,2107000.0,58053356.0
663,1997,FRA,20.3782,2.388709916,16.86918718,1780000.0,58190702.0
664,1998,FRA,13.61725,2.089648734,15.48653582,1709000.0,58423129.0
665,1999,FRA,18.55794,2.086514768,13.76557614,1539000.0,58633568.0
666,2000,FRA,28.50001,3.703765823,10.36795906,1417000.0,58891721.0
667,2001,FRA,23.698,3.844696203,12.60039043,1390170.486,59221195.0
668,2002,FRA,23.71533,3.56332173,17.87804088,1340506.938,59604015.0
669,2003,FRA,26.54107,5.920566456,15.70101007,1199020.158,60109853.0
670,2004,FRA,34.29882,6.070709916,14.44756809,1161863.88,60484605.0
671,2005,FRA,47.25731,9.00903903,11.80874287,1062582.102,60852869.0
672,2006,FRA,55.369,5.77772569,12.20456665,1070631.774,60890480.0
673,2007,FRA,60.11999161,5.77205776,10.75321278,987813.876,61938464.0
674,2008,FRA,77.78562545,7.077590651,9.697682689,971100.0,62277432.0
675,2009,FRA,49.50098024,3.125018062,9.103947014,903903.864,64720232.0
676,2010,FRA,62.7780519,3.537880178,8.906035123,900629.514,65075569.0
677,2011,FRA,85.17070839,3.023886476,7.38871062,887940.972,65436552.0
678,2012,FRA,83.75446549,1.995052136,3.522831671,809318.226,65635082.0
679,2013,FRA,80.31953005,2.740399897,2.236405309,796936.452,65920302.0
680,1980,GAB,75.97401,5.689913502,12.12989397,8895000.0,696405.0
681,1981,GAB,67.14143,6.409008439,12.54822656,7652000.0,717367.0
682,1982,GAB,58.02282,6.56332173,13.33796284,7792000.0,740355.0
683,1983,GAB,50.38642,5.775166667,11.80051616,7870000.0,764257.0
684,1984,GAB,45.81844,5.424973629,14.41049825,7919000.0,786889.0
685,1985,GAB,43.43477,5.097799578,16.35104314,8626000.0,813784.0
686,1986,GAB,22.21579,4.36528903,13.62478945,8295000.0,838520.0
687,1987,GAB,27.45986,3.06643038,11.63626502,7730000.0,868137.0
688,1988,GAB,21.41834,2.703374473,11.95758787,8890000.0,896111.0
689,1989,GAB,24.86816,2.587838608,14.82742998,10200000.0,925609.0
690,1990,GAB,30.875,3.246745781,0.589892724,13500000.0,958697.0
691,1991,GAB,24.95484,3.597694093,0.589892724,14700000.0,987624.0
692,1992,GAB,23.38595,2.847906118,0.589892724,14500000.0,1022134.0
693,1993,GAB,20.01414,2.793740506,0.57350612,15200000.0,1051988.0
694,1994,GAB,18.26323,2.489883966,0.57350612,16800000.0,1085022.0
695,1995,GAB,19.09535,2.381257384,0.57350612,17800000.0,1117139.0
696,1996,GAB,22.48449,2.29275211,0.57350612,18300000.0,1152704.0
697,1997,GAB,20.3782,2.388709916,0.57350612,18200000.0,1185065.0
698,1998,GAB,13.61725,2.089648734,0.57350612,16900000.0,1215533.0
699,1999,GAB,18.55794,2.086514768,0.57350612,17000000.0,1246423.0
700,2000,GAB,28.50001,3.703765823,0.554566474,16400000.0,1270857.0
701,2001,GAB,23.698,3.844696203,15.70101007,13400000.0,1295880.0
702,2002,GAB,23.71533,3.56332173,15.17324502,12500000.0,1319219.0
703,2003,GAB,26.54107,5.920566456,14.18368557,12000000.0,1339450.0
704,2004,GAB,34.29882,6.070709916,13.85383241,11900000.0,1362535.0
705,2005,GAB,47.25731,9.00903903,13.85383241,13300000.0,1383668.0
706,2006,GAB,55.369,5.77772569,13.85383241,11800000.0,1383136.0
707,2007,GAB,60.11999161,5.77205776,13.72189115,12162185.38,1421882.0
708,2008,GAB,77.78562545,7.077590651,13.72189115,12357203.18,1448159.0
709,2009,GAB,49.50098024,3.125018062,13.72189115,12058012.75,1477514.0
710,2010,GAB,62.7780519,3.537880178,13.72189115,12244660.16,1505463.0
711,2011,GAB,85.17070839,3.023886476,14.38159746,12187219.84,1534262.0
712,2012,GAB,83.75446549,1.995052136,2.533272213,12067927.93,1632572.0
713,2013,GAB,80.31953005,2.740399897,2.533272213,11915024.99,1671711.0
714,1980,GBR,75.97401,5.689913502,283.4505344,78900000.0,56332705.0
715,1981,GBR,67.14143,6.409008439,282.6222744,87900000.0,56345387.0
716,1982,GBR,58.02282,6.56332173,310.842651,100000000.0,56325175.0
717,1983,GBR,50.38642,5.775166667,329.6124585,111000000.0,56356973.0
718,1984,GBR,45.81844,5.424973629,319.6102997,121000000.0,56459414.0
719,1985,GBR,43.43477,5.097799578,347.9007195,122000000.0,56732472.0
720,1986,GBR,22.21579,4.36528903,365.1173206,121000000.0,56770413.0
721,1987,GBR,27.45986,3.06643038,266.9376216,123000000.0,57068220.0
722,1988,GBR,21.41834,2.703374473,257.1641623,114000000.0,57050450.0
723,1989,GBR,24.86816,2.587838608,251.6665909,91700000.0,57216551.0
724,1990,GBR,30.875,3.246745781,277.9327556,91600000.0,57504274.0
725,1991,GBR,24.95484,3.597694093,370.5295532,91300000.0,57701705.0
726,1992,GBR,23.38595,2.847906118,371.4919458,94300000.0,57927405.0
727,1993,GBR,20.01414,2.793740506,413.5178232,100000000.0,58154895.0
728,1994,GBR,18.26323,2.489883966,451.1688067,127000000.0,58084460.0
729,1995,GBR,19.09535,2.381257384,518.6371503,130000000.0,58309011.0
730,1996,GBR,22.48449,2.29275211,616.8053973,130000000.0,58259043.0
731,1997,GBR,20.3782,2.388709916,629.3438178,128000000.0,58466870.0
732,1998,GBR,13.61725,2.089648734,660.8695297,132000000.0,58577915.0
733,1999,GBR,18.55794,2.086514768,726.0096397,137000000.0,58816018.0
734,2000,GBR,28.50001,3.703765823,798.0630065,126000000.0,59762214.0
735,2001,GBR,23.698,3.844696203,761.4989883,3150000.0,59540120.0
736,2002,GBR,23.71533,3.56332173,743.6869181,2750000.0,59355088.0
737,2003,GBR,26.54107,5.920566456,728.9094968,2290000.0,59575095.0
738,2004,GBR,34.29882,6.070709916,689.3271185,1990000.0,59840895.0
739,2005,GBR,47.25731,9.00903903,631.1410224,1700000.0,60209410.0
740,2006,GBR,55.369,5.77772569,569.7223653,1510000.0,60229077.0
741,2007,GBR,60.11999161,5.77205776,511.932093,1310769.366,60980304.0
742,2008,GBR,77.78562545,7.077590651,496.0991417,1287288.168,61406928.0
743,2009,GBR,49.50098024,3.125018062,157.471895105,1218273.834,61811027.0
744,2010,GBR,62.7780519,3.537880178,405.5874366,971413.242,62231336.0
745,2011,GBR,85.17070839,3.023886476,325.4331204,722850.486,62641000.0
746,2012,GBR,83.75446549,1.995052136,278.2509255,897938.322,63700300.0
747,2013,GBR,80.31953005,2.740399897,253.8220019,1038490.356,64106779.0
748,1980,HUN,75.97401,5.689913502,42.90491866,2031000.0,10693712.0
749,1981,HUN,67.14143,6.409008439,42.11448195,2024000.0,10709845.0
750,1982,HUN,58.02282,6.56332173,44.65056854,2027000.0,10687470.0
751,1983,HUN,50.38642,5.775166667,43.51727072,2004000.0,10650556.0
752,1984,HUN,45.81844,5.424973629,44.59033145,2007000.0,10598324.0
753,1985,HUN,43.43477,5.097799578,42.77218693,2012000.0,10571623.0
754,1986,HUN,22.21579,4.36528903,40.78891573,2005000.0,10529486.0
755,1987,HUN,27.45986,3.06643038,37.26131612,1914000.0,10444790.0
756,1988,HUN,21.41834,2.703374473,32.98542649,1947000.0,10448408.0
757,1989,HUN,24.86816,2.587838608,31.76374474,1966000.0,10404366.0
758,1990,HUN,30.875,3.246745781,25.65533162,1974000.0,10375414.0
759,1991,HUN,24.95484,3.597694093,28.22037667,1841000.0,10378709.0
760,1992,HUN,23.38595,2.847906118,30.32377183,1769000.0,10370729.0
761,1993,HUN,20.01414,2.793740506,32.73185461,1654000.0,10360204.0
762,1994,HUN,18.26323,2.489883966,30.56121804,1575000.0,10345208.0
763,1995,HUN,19.09535,2.381257384,30.82387977,1668000.0,10330029.0
764,1996,HUN,22.48449,2.29275211,29.3067456,1477000.0,10306206.0
765,1997,HUN,20.3782,2.388709916,27.34203583,1360000.0,10293871.0
766,1998,HUN,13.61725,2.089648734,26.53934157,1260000.0,10265219.0
767,1999,HUN,18.55794,2.086514768,23.02807952,1243000.0,10230874.0
768,2000,HUN,28.50001,3.703765823,21.96062223,1136000.0,10214646.0
769,2001,HUN,23.698,3.844696203,21.41406667,1354014.192,10181020.0
770,2002,HUN,23.71533,3.56332173,20.60262885,1198883.706,10151670.0
771,2003,HUN,26.54107,5.920566456,19.59327727,1245000.0,10124367.0
772,2004,HUN,34.29882,6.070709916,20.27937183,1179280.434,10112208.0
773,2005,HUN,47.25731,9.00903903,20.12104231,954522.576,10110145.0
774,2006,HUN,55.369,5.77772569,20.44429934,887668.068,10101365.0
775,2007,HUN,60.11999161,5.77205776,17.30409732,812899.842,10055780.0
776,2008,HUN,77.78562545,7.077590651,17.48221709,792854.346,10038188.0
777,2009,HUN,49.50098024,3.125018062,17.19854432,792570.486,10022650.0
778,2010,HUN,62.7780519,3.537880178,19.13148286,717529.356,10000023.0
779,2011,HUN,85.17070839,3.023886476,18.24747641,646990.644,9971000.0
780,2012,HUN,83.75446549,1.995052136,14.73783886,643045.986,9920362.0
781,2013,HUN,80.31953005,2.740399897,12.85767683,597600.0,9893082.0
782,1980,IND,75.97401,5.689913502,14.033316,9399000.0,687498060.0
783,1981,IND,67.14143,6.409008439,23.55322788,14900000.0,703206432.0
784,1982,IND,58.02282,6.56332173,31.49909554,19700000.0,718750944.0
785,1983,IND,50.38642,5.775166667,38.9726974,25100000.0,733353914.0
786,1984,IND,45.81844,5.424973629,46.08084924,27900000.0,746989180.0
787,1985,IND,43.43477,5.097799578,53.43205073,29900000.0,766173042.0
788,1986,IND,22.21579,4.36528903,63.89824528,31200000.0,782387705.0
789,1987,IND,27.45986,3.06643038,47.03477537,30900000.0,799024666.0
790,1988,IND,21.41834,2.703374473,54.36487111,32700000.0,816025811.0
791,1989,IND,24.86816,2.587838608,65.36001211,35000000.0,832323375.0
792,1990,IND,30.875,3.246745781,75.74431136,34800000.0,849694488.0
793,1991,IND,24.95484,3.597694093,90.95240385,33100000.0,866280289.0
794,1992,IND,23.38595,2.847906118,90.97972067,30200000.0,882707966.0
795,1993,IND,20.01414,2.793740506,93.45504485,29000000.0,898964349.0
796,1994,IND,18.26323,2.489883966,116.3171221,33200000.0,916272203.0
797,1995,IND,19.09535,2.381257384,125.7771472,37300000.0,932049884.0
798,1996,IND,22.48449,2.29275211,178.8032979,36500000.0,948195718.0
799,1997,IND,20.3782,2.388709916,128.1347989,37300000.0,964769865.0
800,1998,IND,13.61725,2.089648734,135.0333466,37000000.0,981942972.0
801,1999,IND,18.55794,2.086514768,131.9318369,36500000.0,999310383.0
802,2000,IND,28.50001,3.703765823,164.3295858,36100000.0,1012113499.0
803,2001,IND,23.698,3.844696203,171.8534926,32000000.0,1037057278.0
804,2002,IND,23.71533,3.56332173,187.0267376,33100000.0,1046849739.0
805,2003,IND,26.54107,5.920566456,210.2483995,32900000.0,1067405898.0
806,2004,IND,34.29882,6.070709916,211.9636359,34000000.0,1078622900.0
807,2005,IND,47.25731,9.00903903,222.3210249,33100000.0,1093178323.0
808,2006,IND,55.369,5.77772569,209.1268988,34300000.0,1094944933.0
809,2007,IND,60.11999161,5.77205776,213.0851366,34737045.29,1124786997.0
810,2008,IND,77.78562545,7.077590651,218.4947283,34546883.99,1139964932.0
811,2009,IND,49.50098024,3.125018062,275.0975293,33885555.93,1207740408.0
812,2010,IND,62.7780519,3.537880178,351.8213727,37414741.49,1224614327.0
813,2011,IND,85.17070839,3.023886476,320.4193525,38960573.33,1241491960.0
814,2012,IND,83.75446549,1.995052136,277.4065014,38693126.92,1236686732.0
815,2013,IND,80.31953005,2.740399897,233.206179,38449364.88,1252139596.0
816,1980,IRN,75.97401,5.689913502,137.2041583,72700000.0,39114798.0
817,1981,IRN,67.14143,6.409008439,114.7306453,72000000.0,40499043.0
818,1982,IRN,58.02282,6.56332173,167.4030783,120000000.0,42018975.0
819,1983,IRN,50.38642,5.775166667,175.6051287,123000000.0,43565041.0
820,1984,IRN,45.81844,5.424973629,208.2907548,109000000.0,45239103.0
821,1985,IRN,43.43477,5.097799578,215.8028804,109000000.0,47131122.0
822,1986,IRN,22.21579,4.36528903,227.7539893,93400000.0,48835522.0
823,1987,IRN,27.45986,3.06643038,97.73459773,116000000.0,50331210.0
824,1988,IRN,21.41834,2.703374473,122.1682485,117000000.0,51779608.0
825,1989,IRN,24.86816,2.587838608,135.6067547,143000000.0,53238589.0
826,1990,IRN,30.875,3.246745781,141.7151657,162000000.0,54352227.0
827,1991,IRN,24.95484,3.597694093,157.5970402,174000000.0,55316212.0
828,1992,IRN,23.38595,2.847906118,152.7103062,176000000.0,56209420.0
829,1993,IRN,20.01414,2.793740506,165.537972,183000000.0,57101870.0
830,1994,IRN,18.26323,2.489883966,194.2475233,184000000.0,58000373.0
831,1995,IRN,19.09535,2.381257384,215.6269627,184000000.0,58954397.0
832,1996,IRN,22.48449,2.29275211,238.2280856,185000000.0,59819871.0
833,1997,IRN,20.3782,2.388709916,287.0953818,185000000.0,60923365.0
834,1998,IRN,13.61725,2.089648734,305.4206124,189000000.0,61803241.0
835,1999,IRN,18.55794,2.086514768,353.0662471,176000000.0,62805081.0
836,2000,IRN,28.50001,3.703765823,367.7264272,188000000.0,63668361.0
837,2001,IRN,23.698,3.844696203,733.5934116,185000000.0,64549202.0
838,2002,IRN,23.71533,3.56332173,798.2446295,172000000.0,65455895.0
839,2003,IRN,26.54107,5.920566456,851.021134,186000000.0,66378583.0
840,2004,IRN,34.29882,6.070709916,890.6035123,199000000.0,67288952.0
841,2005,IRN,47.25731,9.00903903,1006.052116,206000000.0,68254712.0
842,2006,IRN,55.369,5.77772569,1106.98718,201000000.0,68392202.0
843,2007,IRN,60.11999161,5.77205776,1149.208384,194812142.4,71021039.0
844,2008,IRN,77.78562545,7.077590651,1190.261908,201703606.4,71956322.0
845,2009,IRN,49.50098024,3.125018062,1229.032847,201044509.8,73137148.0
846,2010,IRN,62.7780519,3.537880178,1452.145519,203204863.7,73973630.0
847,2011,IRN,85.17070839,3.023886476,1478.533772,201889200.0,74798599.0
848,2012,IRN,83.75446549,1.995052136,1526.11179,168665116.6,76424443.0
849,2013,IRN,80.31953005,2.740399897,1509.981972,155042271.8,77447168.0
850,1980,IRQ,75.97401,5.689913502,77.68973738,130000000.0,14089174.0
851,1981,IRQ,67.14143,6.409008439,27.52169646,43900000.0,14535660.0
852,1982,IRQ,58.02282,6.56332173,28.69842102,49600000.0,14949766.0
853,1983,IRQ,50.38642,5.775166667,27.39912098,53800000.0,15388104.0
854,1984,IRQ,45.81844,5.424973629,33.63471054,58700000.0,15837663.0
855,1985,IRQ,43.43477,5.097799578,44.45812505,68800000.0,16264662.0
856,1986,IRQ,22.21579,4.36528903,56.47752598,82700000.0,16708053.0
857,1987,IRQ,27.45986,3.06643038,62.9652708,117000000.0,17095609.0
858,1988,IRQ,21.41834,2.703374473,72.93591021,137000000.0,17544612.0
859,1989,IRQ,24.86816,2.587838608,78.46756632,139000000.0,17977589.0
860,1990,IRQ,30.875,3.246745781,9.83153745,106000000.0,18539674.0
861,1991,IRQ,24.95484,3.597694093,10.06093896,13700000.0,19061378.0
862,1992,IRQ,23.38595,2.847906118,13.14148639,26000000.0,19676769.0
863,1993,IRQ,20.01414,2.793740506,14.76369073,22700000.0,20323563.0
864,1994,IRQ,18.26323,2.489883966,18.33581506,25300000.0,20969771.0
865,1995,IRQ,19.09535,2.381257384,18.33581506,27400000.0,21653649.0
866,1996,IRQ,22.48449,2.29275211,18.74546204,30000000.0,22312218.0
867,1997,IRQ,20.3782,2.388709916,17.64760849,58300000.0,22964138.0
868,1998,IRQ,13.61725,2.089648734,17.07410164,106000000.0,23581589.0
869,1999,IRQ,18.55794,2.086514768,17.64760849,126000000.0,24411857.0
870,2000,IRQ,28.50001,3.703765823,33.61649933,129000000.0,23159435.0
871,2001,IRQ,23.698,3.844696203,26.05839906,119000000.0,23645658.0
872,2002,IRQ,23.71533,3.56332173,23.41957384,101000000.0,24230517.0
873,2003,IRQ,26.54107,5.920566456,15.17324502,65200000.0,24627462.0
874,2004,IRQ,34.29882,6.070709916,18.47177655,100000000.0,24667621.0
875,2005,IRQ,47.25731,9.00903903,74.87666566,93500000.0,24677198.0
876,2006,IRQ,55.369,5.77772569,78.50505034,99400000.0,24682560.0
877,2007,IRQ,60.11999161,5.77205776,89.69366928,103897322.7,29947491.0
878,2008,IRQ,77.78562545,7.077590651,97.51118807,118288246.3,30711152.0
879,2009,IRQ,49.50098024,3.125018062,109.3595152,119051458.7,31090763.0
880,2010,IRQ,62.7780519,3.537880178,111.3584243,119485266.0,32030823.0
881,2011,IRQ,85.17070839,3.023886476,123.2991085,130759109.5,32961959.0
882,2012,IRQ,83.75446549,1.995052136,135.2134044,148569999.8,32578209.0
883,2013,IRQ,80.31953005,2.740399897,141.1045826,152108301.3,33417476.0
884,1980,ISR,75.97401,5.689913502,0.980603806,20000.0,3873410.0
885,1981,ISR,67.14143,6.409008439,0.988133442,16000.0,3959474.0
886,1982,ISR,58.02282,6.56332173,0.485398884,12000.0,4039432.0
887,1983,ISR,50.38642,5.775166667,0.402222668,12000.0,4102695.0
888,1984,ISR,45.81844,5.424973629,0.311691924,9000.0,4166446.0
889,1985,ISR,43.43477,5.097799578,0.332704863,9000.0,4215883.0
890,1986,ISR,22.21579,4.36528903,0.239022178,12000.0,4299000.0
891,1987,ISR,27.45986,3.06643038,0.263011949,14000.0,4369000.0
892,1988,ISR,21.41834,2.703374473,0.239022178,18000.0,4441999.0
893,1989,ISR,24.86816,2.587838608,0.239022178,16000.0,4517999.0
894,1990,ISR,30.875,3.246745781,0.147472305,13000.0,4660000.0
895,1991,ISR,24.95484,3.597694093,0.147472305,11000.0,4949000.0
896,1992,ISR,23.38595,2.847906118,0.114700882,9000.0,5123000.0
897,1993,ISR,20.01414,2.793740506,0.18024548,4000.0,5261000.0
898,1994,ISR,18.26323,2.489883966,0.18024548,4000.0,5399001.0
899,1995,ISR,19.09535,2.381257384,0.114700882,7000.0,5545001.0
900,1996,ISR,22.48449,2.29275211,0.114700882,4000.0,5692000.0
901,1997,ISR,20.3782,2.388709916,0.114700882,4910.4,5835999.0
902,1998,ISR,13.61725,2.089648734,0.114700882,5000.0,5970999.0
903,1999,ISR,18.55794,2.086514768,0.114700882,4000.0,6125002.0
904,2000,ISR,28.50001,3.703765823,0.067766727,4000.0,6289000.0
905,2001,ISR,23.698,3.844696203,0.065970631,3984.0,6439000.0
906,2002,ISR,23.71533,3.56332173,0.065970631,4980.0,6570001.0
907,2003,ISR,26.54107,5.920566456,0.263882522,2988.0,6689700.0
908,2004,ISR,34.29882,6.070709916,5.277650443,3735.0,6806382.0
909,2005,ISR,47.25731,9.00903903,5.013767921,4980.0,6926679.0
910,2006,ISR,55.369,5.77772569,6.597063054,4980.0,6930041.0
911,2007,ISR,60.11999161,5.77205776,18.20789403,4980.0,7180100.0
912,2008,ISR,77.78562545,7.077590651,22.82583817,4980.0,7308800.0
913,2009,ISR,49.50098024,3.125018062,21.30851366,4980.0,7485600.0
914,2010,ISR,62.7780519,3.537880178,21.30851366,4980.0,7623600.0
915,2011,ISR,85.17070839,3.023886476,39.45703506,4980.0,7765700.0
916,2012,ISR,83.75446549,1.995052136,16.426687,19422.0,7910500.0
917,2013,ISR,80.31953005,2.740399897,42.48508607,19422.0,8059500.0
918,1980,ITA,75.97401,5.689913502,84.40074467,1800000.0,56391711.0
919,1981,ITA,67.14143,6.409008439,94.58816757,1436000.0,56516870.0
920,1982,ITA,58.02282,6.56332173,103.1174945,1727000.0,56558970.0
921,1983,ITA,50.38642,5.775166667,87.26953613,2208000.0,56494461.0
922,1984,ITA,45.81844,5.424973629,92.31806976,2240000.0,56512161.0
